Case ID,Opened,Closed,Status,Address,Category,Request Type,Request Details,Supervisor District,Neighborhood,Latitude,Longitude
1789103,12/15/2012 12:27 PM,12/17/2012 07:16 AM,Closed,"727 BALBOA ST, SAN FRANCISCO, CA, 94118",Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,1,Inner Richmond,37.777013526,-122.466435195
1789101,12/15/2012 12:26 PM,12/17/2012 07:16 AM,Closed,Intersection of 9TH AVE and BALBOA ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,1,Inner Richmond,37.777088317,-122.46722105
1789049,12/15/2012 12:10 PM,01/14/2013 08:18 AM,Closed,"345 9TH ST, SAN FRANCISCO, CA, 94103",Graffiti Private Property,Graffiti on Building_other Offensive,Graffiti on Building_other Offensive,6,South of Market,37.773420404,-122.410684644
1788861,12/15/2012 10:52 AM,12/15/2012 11:38 AM,Closed,Intersection of 6TH ST and BLUXOME ST,Graffiti Public Property,Graffiti on Public Property - Not_Offensive,Graffiti on Public Property - Not_Offensive,6,Mission Bay,37.774195375,-122.400211947
1788859,12/15/2012 10:51 AM,01/03/2013 07:11 AM,Closed,"137 OCEAN AVE, SAN FRANCISCO, CA, 94112",Graffiti Private Property,Graffiti on Sidewalk_in_front_of_property Not_Offensive,Graffiti on Sidewalk_in_front_of_property Not_Offensive,11,Outer Mission,37.723300084,-122.439827292
1788774,12/15/2012 10:22 AM,12/17/2012 07:15 AM,Closed,"2834 DIAMOND ST, SAN FRANCISCO, CA, 94131",Graffiti Private Property,Graffiti on Building_commercial Not_Offensive,Graffiti on Building_commercial Not_Offensive,8,Glen Park,37.73405878,-122.434247214
1788685,12/15/2012 09:51 AM,12/17/2012 07:15 AM,Closed,Intersection of FELL ST and SCOTT ST,Graffiti Public Property,Graffiti on Signal_box Not_Offensive,Graffiti on Signal_box Not_Offensive,5,Alamo Square,37.774276882,-122.435939994
1788669,12/15/2012 09:45 AM,,Open,"44 SHERIDAN ST, SAN FRANCISCO, CA, 94103",Graffiti Private Property,Graffiti on Building_residential Not_Offensive,Graffiti on Building_residential Not_Offensive,6,South of Market,37.772703722,-122.411430993
1788467,12/15/2012 08:10 AM,12/19/2012 02:16 PM,Closed,"601 DIVISADERO ST, SAN FRANCISCO, CA, 94117",Graffiti Private Property,Graffiti on Building_residential Offensive,Graffiti on Building_residential Offensive,5,Haight Ashbury,37.774927666,-122.437910516
1788035,12/14/2012 09:46 PM,12/14/2012 11:14 PM,Closed,Intersection of ARGUELLO BLVD and CALIFORNIA ST,Graffiti Public Property,Graffiti on Signal_box Offensive,Graffiti on Signal_box Offensive,1,Presidio Heights,37.785681998,-122.459178137
1788033,12/14/2012 09:45 PM,,Open,Intersection of ANZA ST and ARGUELLO BLVD,Graffiti Public Property,Graffiti on Mail_box Offensive,Graffiti on Mail_box Offensive,1,Lone Mountain,37.779332999,-122.458732049
1788029,12/14/2012 09:44 PM,,Open,Intersection of 3RD AVE and ANZA ST,Graffiti Public Property,Graffiti on Mail_box Offensive,Graffiti on Mail_box Offensive,1,Inner Richmond,37.779234645,-122.460930592
1788027,12/14/2012 09:43 PM,12/15/2012 04:18 PM,Closed,Intersection of 7TH AVE and ANZA ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,1,Inner Richmond,37.779042519,-122.465210114
1788024,12/14/2012 09:42 PM,12/17/2012 07:18 AM,Closed,Intersection of 7TH AVE and GEARY BLVD,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,1,Inner Richmond,37.780965748,-122.465352723
1788021,12/14/2012 09:41 PM,12/17/2012 07:14 AM,Closed,"435 7TH AVE, SAN FRANCISCO, CA, 94118",Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,1,Inner Richmond,37.780202446,-122.465628435
1788015,12/14/2012 09:40 PM,12/15/2012 04:19 PM,Closed,Intersection of 11TH AVE and GEARY BLVD,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,1,Inner Richmond,37.780768606,-122.469627013
1788010,12/14/2012 09:37 PM,,Open,Intersection of 9TH AVE and GEARY BLVD,Graffiti Public Property,Graffiti on Mail_box Offensive,Graffiti on Mail_box Offensive,1,Inner Richmond,37.780880144,-122.467487618
1788009,12/14/2012 09:36 PM,12/15/2012 04:18 PM,Closed,Intersection of 9TH AVE and GEARY BLVD,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,1,Inner Richmond,37.780880144,-122.467487618
1788007,12/14/2012 09:36 PM,,Open,Intersection of 11TH AVE and GEARY BLVD,Graffiti Public Property,Graffiti on Mail_box Offensive,Graffiti on Mail_box Offensive,1,Inner Richmond,37.780768606,-122.469627013
1787998,12/14/2012 09:33 PM,12/15/2012 04:17 PM,Closed,"4721 GEARY BLVD, SAN FRANCISCO, CA, 94118",Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,1,Inner Richmond,37.780453267,-122.469971669
1787995,12/14/2012 09:30 PM,12/17/2012 07:14 AM,Closed,Intersection of CROSSOVER DR and LINCOLN WAY,Graffiti Public Property,Graffiti on Other_enter_additional_details_below Offensive,Graffiti on Other_enter_additional_details_below Offensive,5,Inner Sunset,37.765448267,-122.477309179
1787988,12/14/2012 09:24 PM,12/15/2012 04:18 PM,Closed,Intersection of ANZA ST and PARK PRESIDIO BLVD,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,1,Inner Richmond,37.778727902,-122.472173754
1787972,12/14/2012 09:20 PM,12/15/2012 04:18 PM,Closed,Intersection of CABRILLO ST and PARK PRESIDIO BLVD,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,1,Inner Richmond,37.775003138,-122.471905273
1787843,12/14/2012 08:13 PM,,Open,"Fillmore & Turk Mini Park, SAN FRANCISCO, CA, 94115",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,5,Western Addition,37.780185632,-122.431779967
1787670,12/14/2012 07:05 PM,12/15/2012 04:17 PM,Closed,Intersection of 24TH AVE and GEARY BLVD,Graffiti Public Property,Graffiti on Signal_box Not_Offensive,Graffiti on Signal_box Not_Offensive,1,Central Richmond,37.780143225,-122.483661936
1787663,12/14/2012 07:04 PM,12/15/2012 04:17 PM,Closed,Intersection of 26TH AVE and CALIFORNIA ST,Graffiti Public Property,Graffiti on Signal_box Not_Offensive,Graffiti on Signal_box Not_Offensive,1,Lake,37.783833564,-122.486088127
1787656,12/14/2012 07:02 PM,01/04/2013 03:17 PM,Closed,"195 5TH AVE, SAN FRANCISCO, CA, 94118",Graffiti Private Property,Graffiti on Building_commercial Not_Offensive,Graffiti on Building_commercial Not_Offensive,1,Inner Richmond,37.784969743,-122.463849241
1787617,12/14/2012 06:47 PM,12/15/2012 03:25 PM,Closed,"600 LONDON ST, SAN FRANCISCO, CA, 94112",Graffiti Private Property,Graffiti on Building_residential Offensive,Graffiti on Building_residential Offensive,11,Excelsior,37.719659338,-122.437837227
1787415,12/14/2012 05:19 PM,12/16/2012 07:19 AM,Closed,Intersection of 28TH AVE and KIRKHAM ST,Graffiti Private Property,Graffiti on Sidewalk_in_front_of_property Offensive,Graffiti on Sidewalk_in_front_of_property Offensive,4,Central Sunset,37.759406799,-122.486511137
1787338,12/14/2012 05:00 PM,12/15/2012 03:25 PM,Closed,Intersection of 22ND ST and BRYANT ST,Graffiti Public Property,Graffiti on Signal_box Offensive,Graffiti on Signal_box Offensive,9,Inner Mission,37.75599831,-122.409433902
1787332,12/14/2012 04:58 PM,12/19/2012 08:16 PM,Closed,Intersection of 22ND ST and BRYANT ST,Graffiti Public Property,Graffiti on Sidewalk_structure Offensive,Graffiti on Sidewalk_structure Offensive,9,Inner Mission,37.75599831,-122.409433902
1787316,12/14/2012 04:54 PM,12/15/2012 03:25 PM,Closed,Intersection of MISSION ST and SAN JUAN AVE,Graffiti Public Property,Graffiti on Pole Not_Offensive,Graffiti on Pole Not_Offensive,11,Excelsior,37.724005052,-122.435311835
1787315,12/14/2012 04:54 PM,,Open,Intersection of 23RD ST and BRYANT ST,Graffiti Public Property,Graffiti on Mail_box Offensive,Graffiti on Mail_box Offensive,9,Inner Mission,37.754398694,-122.409252672
1787308,12/14/2012 04:53 PM,,Open,Intersection of 22ND ST and BRYANT ST,Graffiti Public Property,Graffiti on Mail_box Offensive,Graffiti on Mail_box Offensive,9,Inner Mission,37.75599831,-122.409433902
1787219,12/14/2012 04:31 PM,,Open,"499 ALABAMA ST, SAN FRANCISCO, CA, 94110",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,6,Mission,37.763582365,-122.411749911
1787198,12/14/2012 04:26 PM,01/07/2013 08:17 AM,Closed,"540 ALABAMA ST, SAN FRANCISCO, CA, 94110",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,6,Mission,37.762384666,-122.412260592
1787188,12/14/2012 04:24 PM,12/15/2012 04:17 PM,Closed,Intersection of 9TH AVE and IRVING ST,Graffiti Public Property,Graffiti on Signal_box Offensive,Graffiti on Signal_box Offensive,5,Inner Sunset,37.764036818,-122.466311398
1787152,12/14/2012 04:18 PM,12/17/2012 07:14 AM,Closed,Intersection of 8TH AVE and JUDAH ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Inner Sunset,37.762221815,-122.465114595
1787131,12/14/2012 04:13 PM,12/15/2012 03:24 PM,Closed,Intersection of 8TH AVE and KIRKHAM ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Inner Sunset,37.760358322,-122.46498053
1787129,12/14/2012 04:13 PM,,Open,"1924 IRVING ST, SAN FRANCISCO, CA, 94122",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,4,Outer Sunset,37.763740206,-122.478749869
1787123,12/14/2012 04:13 PM,12/15/2012 03:24 PM,Closed,"1535 8TH AVE, SAN FRANCISCO, CA, 94122",Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,7,Inner Sunset,37.759665251,-122.465261487
1787120,12/14/2012 04:12 PM,12/18/2012 05:16 AM,Closed,Intersection of 7TH AVE and LAWTON ST,Graffiti Public Property,Graffiti on Signal_box Offensive,Graffiti on Signal_box Offensive,7,Inner Sunset,37.758538391,-122.463781959
1787110,12/14/2012 04:10 PM,12/15/2012 03:26 PM,Closed,Intersection of 7TH AVE and KIRKHAM ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,7,Inner Sunset,37.760405513,-122.463912627
1787107,12/14/2012 04:09 PM,12/15/2012 03:24 PM,Closed,"1526 7TH AVE, SAN FRANCISCO, CA, 94122",Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,7,Inner Sunset,37.759864165,-122.463545395
1787101,12/14/2012 04:08 PM,12/15/2012 08:14 AM,Closed,"3660 19TH ST, SAN FRANCISCO, CA, 94110",Graffiti Private Property,Graffiti on Building_residential Not_Offensive,Graffiti on Building_residential Not_Offensive,8,Mission,37.760109693,-122.425016085
1787087,12/14/2012 04:06 PM,12/15/2012 03:24 PM,Closed,Intersection of 6TH AVE and KIRKHAM ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Inner Sunset,37.760452204,-122.462841251
1787079,12/14/2012 04:05 PM,01/07/2013 02:03 PM,Closed,Intersection of 19TH ST and GUERRERO ST,Graffiti Private Property,Graffiti on Building_commercial Not_Offensive,Graffiti on Building_commercial Not_Offensive,8,Mission Dolores,37.759967336,-122.423640513
1787066,12/14/2012 04:02 PM,12/15/2012 04:16 PM,Closed,Intersection of 7TH AVE and JUDAH ST,Graffiti Public Property,Graffiti on Signal_box Offensive,Graffiti on Signal_box Offensive,5,Inner Sunset,37.762268545,-122.464041464
1787034,12/14/2012 03:58 PM,12/17/2012 07:14 AM,Closed,"1335 8TH AVE, SAN FRANCISCO, CA, 94122",Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Inner Sunset,37.763423474,-122.465336694
1787033,12/14/2012 03:58 PM,12/15/2012 04:15 PM,Closed,"1324 8TH AVE, SAN FRANCISCO, CA, 94122",Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Inner Sunset,37.763614255,-122.464883267
1787027,12/14/2012 03:57 PM,12/15/2012 04:16 PM,Closed,Intersection of 7TH AVE and IRVING ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Inner Sunset,37.764130724,-122.464172014
1787007,12/14/2012 03:53 PM,12/15/2012 03:22 PM,Closed,Intersection of 6TH AVE and IRVING ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Inner Sunset,37.764177663,-122.463102321
1786990,12/14/2012 03:49 PM,12/15/2012 03:22 PM,Closed,Intersection of 5TH AVE and IRVING ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Inner Sunset,37.764224894,-122.462030904
1786985,12/14/2012 03:48 PM,12/15/2012 03:22 PM,Closed,Intersection of 5TH AVE and IRVING ST,Graffiti Public Property,Graffiti on Sidewalk_structure Offensive,Graffiti on Sidewalk_structure Offensive,5,Inner Sunset,37.764224894,-122.462030904
1786982,12/14/2012 03:47 PM,12/15/2012 03:23 PM,Closed,Intersection of 4TH AVE and IRVING ST,Graffiti Public Property,Graffiti on Sidewalk_structure Offensive,Graffiti on Sidewalk_structure Offensive,5,Inner Sunset,37.764271596,-122.460957742
1786978,12/14/2012 03:46 PM,12/15/2012 03:23 PM,Closed,Intersection of 4TH AVE and IRVING ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Inner Sunset,37.764271596,-122.460957742
1786974,12/14/2012 03:46 PM,12/15/2012 03:23 PM,Closed,Intersection of 3RD AVE and IRVING ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Inner Sunset,37.764319055,-122.459888059
1786968,12/14/2012 03:45 PM,12/15/2012 03:23 PM,Closed,Intersection of 2ND AVE and HUGO ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Inner Sunset,37.76530464,-122.458881176
1786966,12/14/2012 03:44 PM,12/15/2012 03:24 PM,Closed,Intersection of ARGUELLO BLVD and HUGO ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Inner Sunset,37.765354372,-122.457756173
1786892,12/14/2012 03:30 PM,12/15/2012 03:22 PM,Closed,"415 CARL ST, SAN FRANCISCO, CA, 94117",Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Inner Sunset,37.764860435,-122.456236222
1786875,12/14/2012 03:25 PM,12/15/2012 03:21 PM,Closed,Intersection of PARNASSUS AVE and WILLARD ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Parnassus / Ashbury Heights,37.764310762,-122.454216556
1786848,12/14/2012 03:20 PM,,Open,Intersection of PARNASSUS AVE and WILLARD ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Parnassus / Ashbury Heights,37.764310762,-122.454216556
1786844,12/14/2012 03:20 PM,12/15/2012 03:21 PM,Closed,Intersection of PARNASSUS AVE and WILLARD ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Parnassus / Ashbury Heights,37.764310762,-122.454216556
1786826,12/14/2012 03:16 PM,12/15/2012 03:22 PM,Closed,Intersection of PARNASSUS AVE and STANYAN ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Parnassus / Ashbury Heights,37.764509192,-122.452569523
1786816,12/14/2012 03:14 PM,,Open,"5031 GEARY BLVD, SAN FRANCISCO, CA, 94118",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,1,Inner Richmond,37.780434652,-122.473170844
1786815,12/14/2012 03:14 PM,,Open,"354 CLEMENT ST, SAN FRANCISCO, CA, 94118",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,1,Inner Richmond,37.783253569,-122.46314971
1786814,12/14/2012 03:14 PM,,Open,"1920 INGALLS ST, SAN FRANCISCO, CA, 94124",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,10,Bayview,37.727069613,-122.386226438
1786813,12/14/2012 03:14 PM,,Open,"3830 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,10,Visitacion Valley,37.714799963,-122.401005185
1786812,12/14/2012 03:14 PM,,Open,Intersection of 24TH ST and MICHIGAN ST,Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,10,Potrero Hill,37.754224697,-122.385973102
1786811,12/14/2012 03:14 PM,,Open,"1601 FILLMORE ST, SAN FRANCISCO, CA, 94115",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,5,Western Addition,37.784562693,-122.433414995
1786810,12/14/2012 03:14 PM,,Open,"332 CLEMENT ST, SAN FRANCISCO, CA, 94118",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,1,Inner Richmond,37.783264235,-122.46292156
1786809,12/14/2012 03:14 PM,,Open,"343 2ND AVE, SAN FRANCISCO, CA, 94118",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,1,Inner Richmond,37.782301131,-122.460215519
1786808,12/14/2012 03:14 PM,,Open,"3836 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,10,Visitacion Valley,37.714777481,-122.401087598
1786807,12/14/2012 03:14 PM,,Open,"1298 FITZGERALD AVE, SAN FRANCISCO, CA, 94124",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,10,Bayview,37.722125265,-122.392796028
1786806,12/14/2012 03:14 PM,,Open,"1633 FILLMORE ST, SAN FRANCISCO, CA, 94115",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,5,Western Addition,37.784629216,-122.433428841
1786805,12/14/2012 03:14 PM,,Open,"1197 THOMAS AVE, SAN FRANCISCO, CA, 94124",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,10,Bayview,37.72604496,-122.38382626
1786802,12/14/2012 03:13 PM,,Open,"218 PIERCE ST, SAN FRANCISCO, CA, 94117",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,5,Western Addition,37.771885603,-122.433635234
1786801,12/14/2012 03:13 PM,,Open,"1150 THOMAS AVE, SAN FRANCISCO, CA, 94124",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,10,Bayview,37.725951249,-122.382694728
1786800,12/14/2012 03:13 PM,,Open,"1190 THOMAS AVE, SAN FRANCISCO, CA, 94124",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,10,Bayview,37.726261096,-122.383434024
1786744,12/14/2012 03:03 PM,12/15/2012 03:21 PM,Closed,Intersection of MASONIC AVE and PAGE ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Haight Ashbury,37.771141783,-122.445535612
1786731,12/14/2012 03:01 PM,12/15/2012 03:21 PM,Closed,Intersection of ASHBURY ST and PAGE ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Haight Ashbury,37.770934841,-122.447122027
1786725,12/14/2012 03:00 PM,12/15/2012 03:21 PM,Closed,Intersection of ASHBURY ST and PAGE ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Haight Ashbury,37.770934841,-122.447122027
1786720,12/14/2012 02:58 PM,01/04/2013 04:43 AM,Closed,Intersection of ASHBURY ST and HAIGHT ST,Graffiti Public Property,Graffiti on Mail_box Offensive,Graffiti on Mail_box Offensive,5,Haight Ashbury,37.770007571,-122.446933347
1786713,12/14/2012 02:56 PM,01/12/2013 11:17 PM,Closed,Intersection of ASHBURY ST and CLIFFORD TER,Graffiti Public Property,Graffiti on Mail_box Offensive,Graffiti on Mail_box Offensive,5,Parnassus / Ashbury Heights,37.764188107,-122.446073211
1786711,12/14/2012 02:55 PM,12/15/2012 03:20 PM,Closed,"624 ASHBURY ST, SAN FRANCISCO, CA, 94117",Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,5,Haight Ashbury,37.769650386,-122.446522572
1786683,12/14/2012 02:44 PM,12/15/2012 03:26 PM,Closed,"2698 19TH AVE, SAN FRANCISCO, CA, 94116",Graffiti Public Property,Graffiti on Signal_box Offensive,Graffiti on Signal_box Offensive,7,Parkside,37.737540926,-122.474958169
1786564,12/14/2012 02:15 PM,,Open,Intersection of 18TH ST and GUERRERO ST,Graffiti Private Property,Graffiti on Building_residential Not_Offensive,Graffiti on Building_residential Not_Offensive,8,Mission Dolores,37.76156562,-122.423801272
1786502,12/14/2012 02:01 PM,12/17/2012 08:14 AM,Closed,"470 TREAT AVE, SAN FRANCISCO, CA, 94110",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,6,Mission,37.762598368,-122.414054963
1786371,12/14/2012 01:23 PM,12/16/2012 09:18 AM,Closed,"1636 POWELL ST, SAN FRANCISCO, CA, 94133",Graffiti Private Property,Graffiti on Building_commercial Not_Offensive,Graffiti on Building_commercial Not_Offensive,3,Russian Hill,37.799998248,-122.410420052
1786358,12/14/2012 01:20 PM,12/16/2012 09:19 AM,Closed,Intersection of COLUMBUS AVE and UNION ST,Graffiti Private Property,Graffiti on Building_commercial Not_Offensive,Graffiti on Building_commercial Not_Offensive,3,North Beach,37.8003154,-122.410206655
1786163,12/14/2012 12:27 PM,12/29/2012 01:13 PM,Closed,Intersection of JONES ST and MCALLISTER ST,Graffiti Private Property,Graffiti on Building_commercial Not_Offensive,Graffiti on Building_commercial Not_Offensive,6,Van Ness/Civic Center,37.781136192,-122.412023537
1786128,12/14/2012 12:18 PM,12/16/2012 09:18 AM,Closed,"771 CLAY ST, SAN FRANCISCO, CA, 94108",Graffiti Private Property,Graffiti on Building_commercial Post_Abatement_Inspection,Graffiti on Building_commercial Post_Abatement_Inspection,3,Chinatown,37.794143418,-122.405944195
1786091,12/14/2012 12:03 PM,,Open,"883 SACRAMENTO ST, SAN FRANCISCO, CA, 94108",Graffiti Private Property,Graffiti on Building_residential Not_Offensive,Graffiti on Building_residential Not_Offensive,3,Chinatown,37.793085759,-122.407275691
1786089,12/14/2012 12:01 PM,12/16/2012 09:18 AM,Closed,"752 STOCKTON ST, SAN FRANCISCO, CA, 94108",Graffiti Private Property,Graffiti on Building_residential Not_Offensive,Graffiti on Building_residential Not_Offensive,3,Chinatown,37.792914808,-122.407451298
1785966,12/14/2012 11:32 AM,12/15/2012 03:20 PM,Closed,"1020 ULLOA ST, SAN FRANCISCO, CA, 94127",Graffiti Public Property,Graffiti on Pole Not_Offensive,Graffiti on Pole Not_Offensive,7,West of Twin Peaks,37.741608287,-122.467030637
1785833,12/14/2012 10:56 AM,,Open,Intersection of 8TH ST and MINNA ST,Graffiti Private Property,Graffiti on Building_commercial Not_Offensive,Graffiti on Building_commercial Not_Offensive,6,South of Market,37.777026532,-122.412616813
1785800,12/14/2012 10:49 AM,,Open,Intersection of 5TH AVE and FULTON ST,Graffiti Private Property,Graffiti on Sidewalk_in_front_of_property Offensive,Graffiti on Sidewalk_in_front_of_property Offensive,1,Inner Richmond,37.773759652,-122.462684212
1785792,12/14/2012 10:48 AM,12/15/2012 04:15 PM,Closed,Intersection of 4TH AVE and FULTON ST,Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,1,Inner Richmond,37.773895481,-122.461620188
1785787,12/14/2012 10:47 AM,12/15/2012 04:15 PM,Closed,"2900 FULTON ST, SAN FRANCISCO, CA, 94118",Graffiti Public Property,Graffiti on Pole Offensive,Graffiti on Pole Offensive,1,Inner Richmond,37.773997907,-122.462892957
1785732,12/14/2012 10:36 AM,12/15/2012 03:19 PM,Closed,"492 18TH AVE, SAN FRANCISCO, CA, 94121",Graffiti Private Property,Graffiti on Building_residential Offensive,Graffiti on Building_residential Offensive,1,Inner Richmond,37.778731145,-122.476851239
1785726,12/14/2012 10:34 AM,12/15/2012 03:19 PM,Closed,"488 18TH AVE, SAN FRANCISCO, CA, 94121",Graffiti Private Property,Graffiti on Building_residential Offensive,Graffiti on Building_residential Offensive,1,Inner Richmond,37.778731773,-122.476977579
1785715,12/14/2012 10:31 AM,12/14/2012 02:14 PM,Closed,"1060 POTRERO AVE, SAN FRANCISCO, CA, 94110",Graffiti Private Property,Graffiti on Building_commercial Post_Abatement_Inspection,Graffiti on Building_commercial Post_Abatement_Inspection,9,Mission,37.755178403,-122.406733255
1785222,12/14/2012 08:40 AM,,Open,Intersection of 18TH ST and TREAT AVE,Graffiti Public Property,Graffiti on Public Property - Not_Offensive,Graffiti on Public Property - Not_Offensive,6,Inner Mission,37.762157319,-122.414031489
1785184,12/14/2012 08:30 AM,,Open,Intersection of 18TH ST and TREAT AVE,Graffiti Public Property,Graffiti on Public Property - Not_Offensive,Graffiti on Public Property - Not_Offensive,6,Inner Mission,37.762157319,-122.414031489
1785131,12/14/2012 08:18 AM,12/16/2012 04:13 PM,Closed,"11 HARRIET ST, SAN FRANCISCO, CA, 94103",Graffiti Private Property,Graffiti on Building_residential Not_Offensive,Graffiti on Building_residential Not_Offensive,6,South of Market,37.779255011,-122.40741714
1784803,12/13/2012 11:53 PM,,Open,"201 CLAYTON ST, SAN FRANCISCO, CA, 94117",Graffiti Private Property,Graffiti on Building_residential Not_Offensive,Graffiti on Building_residential Not_Offensive,5,Haight Ashbury,37.773361323,-122.449608075
1784699,12/13/2012 10:08 PM,12/15/2012 06:14 AM,Closed,Intersection of BURROWS ST and SAN BRUNO AVE,Graffiti Public Property,Graffiti on Signal_box Not_Offensive,Graffiti on Signal_box Not_Offensive,9,Portola,37.728834868,-122.404099866
1784587,12/13/2012 09:09 PM,12/27/2012 07:13 PM,Closed,"4037 MORAGA ST, SAN FRANCISCO, CA, 94122",Graffiti Public Property,Graffiti on Street Not_Offensive,Graffiti on Street Not_Offensive,4,Outer Sunset,37.754557577,-122.506181831
1784357,12/13/2012 07:15 PM,12/15/2012 03:19 PM,Closed,Intersection of FILBERT ST and SCOTT ST,Graffiti Public Property,Graffiti on Pole Not_Offensive,Graffiti on Pole Not_Offensive,2,Cow Hollow,37.797393466,-122.440610259
1783833,12/13/2012 04:30 PM,12/16/2012 09:17 AM,Closed,"1901 CHESTNUT ST, SAN FRANCISCO, CA, 94123",Graffiti Private Property,Graffiti on Building_other Not_Offensive,Graffiti on Building_other Not_Offensive,2,Marina,37.800827277,-122.434799208
1783514,12/13/2012 03:32 PM,12/13/2012 04:15 PM,Closed,Intersection of PRESIDIO AVE and WASHINGTON ST,Graffiti Public Property,Graffiti on Mail_box Offensive,Graffiti on Mail_box Offensive,2,Pacific Heights,37.789940992,-122.447329634
1783489,12/13/2012 03:27 PM,,Open,"1098 MARKET ST, SAN FRANCISCO, CA, 94102",Graffiti Private Property,Graffiti on Building_commercial Not_Offensive,Graffiti on Building_commercial Not_Offensive,6,Downtown/Civic Center,37.781430459,-122.411781923
